IDT_AC;REF_CTR_INN;NUM_FOL_XTR;DAT_CRE_MVT_CPB;NUM_ORD_MVT_CPB;COD_LNG_RIU;LIB_OPE_INL_1;LIB_OPE_INL_2;LIB_OPE_INL_3;LIB_OPE_INL_4
65500115771;"0090087886430";"11004";2026-04-27;"00001";"FR";"Domiciliation pour";"SEPA MARLEY KUT";"POLICE :000631872";""
65500115771;"0090087886430";"11004";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA THAIS";"BBA";""
65500115771;"0090087886430";"11004";2026-05-08;"00002";"FR";"Domiciliation pour";"SEPA THAIS";"BBA";""
65500115771;"0090087886430";"11004";2026-05-08;"00003";"FR";"Domiciliation pour";"SEPA 2B RECYCL";"007636195323007636195323";""
65500116026;"0090087900024";"11004";2026-04-27;"00001";"FR";"BEOBANK BELGIUM";"";"";""
65500116026;"0090087900024";"11004";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA SASHA QFUHIEOLD";"0106246210941042026-05-082026050000";""
65500116047;"0090087894715";"11004";2026-04-27;"00001";"FR";"Virement de";"IZIWORK";"02911-25-26117212013013";""
65500116047;"0090087894715";"11004";2026-04-27;"00002";"FR";"Virement de";"SAMUEL";"A65V604234005421";""
65500116151;"0090087900671";"11004";2026-04-27;"00001";"FR";"Virement de";"IZIWORK";"02911-25-26117212014079";""
65500116151;"0090087900671";"11005";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA MARLEY S'IUDUFU";"BBA";""
65500116151;"0090087900671";"11005";2026-05-08;"00002";"FR";"Domiciliation pour";"SEPA MARLEY S'IUDUFU";"BBA";""
65500116151;"0090087900671";"11005";2026-05-08;"00003";"FR";"Virement de";"LINSEY N";"1AS4508-10-4020837-2612710092513087";""
65500117676;"0090087606450";"11004";2026-04-27;"00001";"FR";"Virement de";"ELIE VALENTINA";"02911-25-26117422005519";""
65500117676;"0090087606450";"11004";2026-04-27;"00002";"FR";"Virement de";"NATIONALE TIDUFI";"063308253911";""
65500117676;"0090087606450";"11004";2026-04-27;"00003";"FR";"Domiciliation pour";"SEPA THAIS";"BBA";""
65500117945;"0090087612282";"11004";2026-05-08;"00001";"FR";"Virement de";"CHARLIE KU";"103414100142/7562";""
65500118001;"0090087614238";"11004";2026-04-27;"00001";"FR";"Virement de";"ARCOFA N";"106983338894";""
65500118097;"0090087617447";"11004";2026-04-27;"00001";"FR";"Domiciliation pour";"SEPA LINO OCTAVE";"BBA";""
65500118097;"0090087617447";"11004";2026-04-27;"00002";"FR";"Domiciliation pour";"SEPA ANDREA TAG";"4.166.320/BB 2026 185.576";""
65500118447;"0090087636216";"11005";2026-05-08;"00001";"FR";"Virement de";"ALIX CALE";"02911-25-26128912008986";""
65500118463;"0090087631344";"11004";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA BIC STAN";"0208514926 05/2026";""
65500118463;"0090087631344";"11004";2026-05-08;"00002";"FR";"Domiciliation pour";"SEPA AA COTTILI";"COTIS. ASS. COMPL. - 5715289 - 05/2";""
65500118466;"0090087631557";"11005";2026-05-08;"00001";"NL";"Domiciliëringsopdracht voor";"SEPA VENCOREX KUTVIA";"08-05-2026 / 04-06-2026";""
65500118476;"0090087637536";"11004";2026-04-27;"00001";"FR";"Domiciliation pour";"SEPA THAIS";"BBA";""
65500118476;"0090087637536";"11004";2026-04-27;"00002";"FR";"Virement de";"NIDUSI-HI";"ID 1 SUBID 11-CBC 27/04/2026";""
65500118504;"0090087637646";"11004";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA CHAR";"0108167187651042026-05-082026050000";""
65500118504;"0090087637646";"11004";2026-05-08;"00002";"FR";"Domiciliation pour";"SEPA MILO 5F";"DOSSIER 001-00-17332-45 - 01/05/202";""
65500118668;"0090087652711";"11011";2026-04-27;"00001";"FR";"Domiciliation pour";"SEPA ARCOFA LH/D";"REF 2209778482/ 707372422133/ 62620";""
65500118668;"0090087652711";"11011";2026-04-27;"00002";"FR";"Virement de";"NOA THAIS";"02911-25-26117612013461";""
65500118668;"0090087652711";"11013";2026-05-08;"00001";"FR";"Virement de";"PICHE GADAOTID";"5090507M715";""
65500118691;"0090087651575";"11075";2026-04-27;"00001";"FR";"Virement de";"SASHA NOLA";"BELF 60";""
65500118691;"0090087651575";"11075";2026-04-27;"00002";"FR";"Virement de";"SASHA NOLA";"BELF 61";""
65500118691;"0090087651575";"11075";2026-04-27;"00003";"FR";"Virement de";"SASHA NOLA";"VVV 5";""
65500118691;"0090087651575";"11075";2026-04-27;"00004";"FR";"Virement de";"OSG.NIG.DHAIL";"0P2601041510";""
65500118691;"0090087651575";"11075";2026-04-27;"00005";"FR";"Virement de";"M. TES";"02911-25-26117612012345";""
65500118691;"0090087651575";"11075";2026-04-27;"00006";"FR";"Virement de";"CHARLIE DE";"02911-25-26117612012441";""
65500118691;"0090087651575";"11083";2026-05-08;"00001";"FR";"Virement de";"NOA D";"02911-25-26128622011785";""
65500118695;"0090087651735";"11004";2026-05-08;"00001";"FR";"Virement de";"MATIAS JE";"1GN0190-01-0000026-2612510140650066";""
65500118695;"0090087651735";"11004";2026-05-08;"00002";"FR";"Virement de";"NOTAIRE TIDDUOA/DIUF";"02911-25-26128412018041";""
65500118819;"0090087651221";"11004";2026-04-27;"00001";"FR";"Virement de";"PICHE GADAOTID";"5090424B652";""
65500118819;"0090087651221";"11004";2026-04-27;"00002";"FR";"Virement de";"PICHE GADAOTID";"5090424B653";""
65500119093;"0090087911237";"11004";2026-04-27;"00001";"NL";"Overschrijving van";"CM PIFVRO";"FCB2B2ABAF144F899650A884BBDED2F7";""
65500119093;"0090087911237";"11005";2026-05-08;"00001";"NL";"Overschrijving van";"SFR KUTVIA";"SDX/000230/2026-05-07";""
65500119093;"0090087911237";"11005";2026-05-08;"00002";"NL";"Overschrijving van";"SFR KUTVIA";"SDX/000231/2026-05-07";""
65500119146;"0090087904434";"11004";2026-04-27;"00001";"FR";"BEOBANK BELGIUM";"";"";""
65500119364;"0090087909611";"11005";2026-05-08;"00001";"NL";"Overschrijving van";"HENIL B";"260507GEBABEBB0008800001000012";""
65500119364;"0090087909611";"11005";2026-05-08;"00002";"NL";"Overschrijving van";"HENIL B";"260507GEBABEBB0008800001000230";""
65500120632;"0029532124411";"04004";2026-04-27;"00001";"NL";"Overschrijving van";"STAR'S JARD";"0006102069286";""
65500121162;"0029562007096";"07004";2026-04-27;"00001";"FR";"Frais de rappel";"";"";""
65500121210;"0029532014557";"07004";2026-04-27;"00001";"FR";"Domiciliation pour";"SEPA THAIS";"BBA";""
65500121424;"0090087916485";"11004";2026-04-27;"00001";"FR";"Domiciliation pour";"SEPA THAIS";"BBA";""
65500121424;"0090087916485";"11004";2026-04-27;"00002";"FR";"BEOBANK BELGIUM";"";"";""
65500121425;"0090087916486";"11004";2026-05-08;"00001";"FR";"Virement de";"MC THAIS";"37DAC6139F354B88AAB80E555005D3FB";""
65500121459;"0090087917630";"11005";2026-05-08;"00001";"NL";"Overschrijving van";"MARLE";"54007/215";""
65500121459;"0090087917630";"11005";2026-05-08;"00002";"NL";"Overschrijving van";"MARLE";"54007/3472";""
65500121607;"0090087924970";"11005";2026-05-08;"00001";"FR";"Virement de";"OSG.NIG.";"20260506171534-765201609019  -01/01";""
65500121607;"0090087924970";"11005";2026-05-08;"00002";"FR";"Virement de";"HORKILSDQFUGIU (FUR10-QQ";"MEMBERS/PREMIUMSCT/208495265";""
65500121685;"0090087923722";"11005";2026-04-27;"00001";"FR";"Domiciliation pour";"SEPA VENCOREX KUTVIA";"28-04-2026 / 25-05-2026";""
65500122035;"0090087931522";"11004";2026-04-27;"00001";"NL";"Overschrijving van";"KENAN ALIX";"1WR0129-03-0000654-2611410080301877";""
65500122194;"0090087933512";"11004";2026-04-27;"00001";"FR";"BEOBANK BELGIUM";"";"";""
65500122194;"0090087933512";"11005";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA MARLEY KUT";"POLICE :000579030";""
65500122194;"0090087933512";"11005";2026-05-08;"00002";"FR";"Virement de";"NVDQ-ONIS VFUHUD-DDORILV";"MEMBERS/STRIKESCT/208503152";""
65500122194;"0090087933512";"11005";2026-05-08;"00003";"FR";"Virement de";"NVDQ-ONIS VFUHUD-DDORILV";"MEMBERS/STRIKESCT/208506236";""
65500122304;"0090087937248";"11004";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA CHAR";"0108171095951042026-05-082026050000";""
65500124767;"0029522035469";"06001";2026-01-05;"00001";"FR";"Intérêts créditeurs";"";"";""
65500124767;"0029522035469";"06002";2026-04-01;"00001";"FR";"Prime de fidélité";"950076908096";"";""
65500125409;"0029582213922";"02005";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA MA";"2026/VKXF/26106473 - 26106473 KL058";""
65500125475;"0029542351471";"01005";2026-05-08;"00001";"NL";"Domiciliëringsopdracht voor";"SEPA ALIX BOUDREA";"+++368/2817/38451+++";""
65500128596;"0029552217539";"02004";2026-04-27;"00001";"FR";"BEOBANK BELGIUM";"";"";""
65500128596;"0029552217539";"02005";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA PAVEL CAMIL";"VOTRE MENSUALITE CETELEM (ALPHA CRE";""
65500128596;"0029552217539";"02005";2026-05-08;"00002";"FR";"Virement de";"3R";"1BY0045-01-0000562-2612810052823456";""
65500129891;"0029522116199";"04004";2026-04-27;"00001";"NL";"Domiciliëringsopdracht voor";"SEPA MEDIA ARME";"PAYMENT: 70187637 INVOICE: 11336862";""
65500130297;"0029582201143";"02005";2026-05-08;"00001";"NL";"Domiciliëringsopdracht voor";"SEPA VENCOREX KUTVIA";"09-05-2026 / 05-06-2026";""
65500132518;"0029522256565";"03005";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA AA COTTILI";"COTIS. ASS. COMPL. - 9503270 - 05/2";""
65500132982;"0029532173048";"05005";2026-05-08;"00001";"FR";"Virement de";"CHRIS JOYCE";"1WD0400-11-0006888-2612619431564545";""
65500134745;"0029592174225";"05005";2026-05-08;"00001";"FR";"Virement de";"GAGNON J";"A608123560-006071";""
65500135213;"0029542082930";"07004";2026-04-27;"00001";"FR";"Domiciliation pour";"SEPA 3DI P";"TOTALENERGIES PG BELGIUM SA-E252510";""
65500136362;"0029612115700";"04005";2026-05-08;"00001";"FR";"Virement de";"IZIWORK";"02911-25-26128222012210";""
65500139668;"0029802294746";"02005";2026-05-08;"00001";"FR";"Virement de";"BRASSARD QOENILI";"PAMZNCM7O9GDCULZJS5E3EB0";""
65500141830;"0029522236963";"01004";2026-04-27;"00001";"FR";"Frais de rappel";"";"";""
65500143231;"0029972012311";"07005";2026-05-08;"00001";"NL";"Overschrijving van";"NHFIDDUTIBRU GADAOTIDUI";"88583330";""
65500146913;"0029822099763";"07005";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA THAIS";"BBA";""
65500146913;"0029822099763";"07005";2026-05-08;"00002";"FR";"Domiciliation pour";"SEPA TCFM S";"LUMINUS FACTURE 6928272992";""
65500146913;"0029822099763";"07005";2026-05-08;"00003";"FR";"Virement de";"CAISSE DE";"VIS202501-20260504172502";""
65500149642;"0029752367042";"01004";2026-04-27;"00001";"FR";"Virement de";"ANDREA LINA";"02911-25-26117422002472";""
65500150765;"0029782037819";"06005";2026-05-08;"00001";"NL";"Domiciliëringsopdracht voor";"SEPA MILHAN KUTVI";"";""
65500150765;"0029782037819";"06005";2026-05-08;"00002";"NL";"Overschrijving van";"MARLE";"51207/139";""
65500150765;"0029782037819";"06005";2026-05-08;"00003";"NL";"Overschrijving van";"MARLE";"51207/2919";""
65500150896;"0029762354499";"01004";2026-04-27;"00001";"FR";"Virement de";"IZIWORK";"02911-25-26117922023729";""
65500153407;"0029762342182";"01001";2026-02-03;"00001";"FR";"Retrait Beobank selfbanking";" WILRIJK";"03/02/2026 10:48";""
65500153407;"0029762342182";"01001";2026-02-03;"00002";"FR";"Retrait Beobank selfbanking";" WILRIJK";"03/02/2026 15:29";""
65500153407;"0029762342182";"01002";2026-03-04;"00001";"FR";"Frais mensuels carte de débit";"(TVA incl.)";"";""
65500153407;"0029762342182";"01002";2026-03-04;"00002";"FR";"Frais mensuels carte de débit";"(TVA incl.)";"";""
65500153407;"0029762342182";"01003";2026-04-03;"00001";"FR";"Frais mensuels carte de débit";"(TVA incl.)";"";""
65500153407;"0029762342182";"01003";2026-04-03;"00002";"FR";"Frais mensuels carte de débit";"(TVA incl.)";"";""
65500153407;"0029762342182";"01003";2026-04-22;"00001";"FR";"Retrait Beobank selfbanking";" TOURNAI";"22/04/2026 10:45";""
65500153407;"0029762342182";"01004";2026-05-05;"00001";"FR";"Frais mensuels carte de débit";"(TVA incl.)";"";""
65500153407;"0029762342182";"01004";2026-05-05;"00002";"FR";"Frais mensuels carte de débit";"(TVA incl.)";"";""
65500153407;"0029762342182";"01004";2026-05-06;"00001";"FR";"Retrait Beobank selfbanking";" TOURNAI";"06/05/2026 16:56";""
65500153407;"0029762342182";"01004";2026-05-15;"00001";"FR";"Retrait Beobank selfbanking";" TOURNAI";"15/05/2026 10:10";""
65500153751;"0029802144763";"06005";2026-05-08;"00001";"NL";"Domiciliëringsopdracht voor";"SEPA KOTIIDU KUTVIA";"POL.1C43331 VERV.01/05/26 9870";""
65500153751;"0029802144763";"06005";2026-05-08;"00002";"NL";"Domiciliëringsopdracht voor";"SEPA KOTIIDU KUTVIA";"POL.1C43286 VERV.01/05/26 9870";""
65500156456;"0029822278034";"03004";2026-04-27;"00001";"FR";"Virement de";"RAHMAN ST";"1AI1471-01-0000055-2611410080290902";""
65500157167;"0029762094919";"07004";2026-04-27;"00001";"FR";"Domiciliation pour";"SEPA ARCOFA LH/D";"REF 2210724854/ 709453888604/ 67475";""
65500159540;"0029762360954";"01005";2026-05-08;"00001";"FR";"Virement de";"NOAH LAROUCH";"00238926-20260508-09H32-B231-01051";""
65500160776;"0029772039508";"06005";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA THAIS";"BBA";""
65500162120;"0029772262803";"03005";2026-05-08;"00001";"NL";"Domiciliëringsopdracht voor";"SEPA MARLEY ILOJHOLRUTI";"ZIEKENFONDSBIJDRAGEN 0810127014892";""
65500163296;"0029762182482";"04011";2025-11-28;"00001";"FR";"Virement de";"AA THAIS";"I319HC620259915V20251121090910";""
65500163296;"0029762182482";"04012";2025-12-02;"00001";"FR";"Ech prêt 22504 950089279135";"22504 950089279135 AMO";"";""
65500163296;"0029762182482";"04012";2025-12-05;"00001";"FR";"Virement de";"MUTUALITE DITISOFI";"000000005420251204132534";""
65500163296;"0029762182482";"04012";2025-12-09;"00001";"FR";"Virement de";"LECLERC O";"6001052824932025-12-09T11:38:28";""
65500163296;"0029762182482";"04012";2025-12-18;"00001";"FR";"Virement de";"MUTUALITE DITISOFI";"000000005420251215122211";""
65500163296;"0029762182482";"04012";2025-12-18;"00002";"FR";"Virement de";"MUTUALITE DITISOFI";"000000006220251215144618";""
65500163296;"0029762182482";"04012";2025-12-18;"00003";"FR";"Virement de";"MUTUALITE DITISOFI";"000000005420251217145219";""
65500163296;"0029762182482";"04012";2025-12-19;"00001";"FR";"Virement de";"MUTUALITE DITISOFI";"16403";""
65500163296;"0029762182482";"04012";2025-12-29;"00001";"FR";"Virement de";"AA CAMILLE";"4200";""
65500163296;"0029762182482";"04012";2025-12-29;"00002";"FR";"Domiciliation pour";"SEPA MARLEY KUT";"POLICE :000610720";""
65500163296;"0029762182482";"04012";2025-12-31;"00001";"FR";"Ech prêt 22504 950089279135";"22504 950089279135 AMO";"";""
65500163296;"0029762182482";"05001";2026-01-02;"00001";"FR";"Domiciliation pour";"SEPA S'IUDUFUL LOAN";"26SLI002813";""
65500163296;"0029762182482";"05001";2026-01-09;"00001";"FR";"Virement de";"MUTUALITE DITISOFI";"000000005420260107130840";""
65500163296;"0029762182482";"05001";2026-01-12;"00001";"FR";"Virement de";"MUTUALITE DITISOFI";"000000005420260109112336";""
65500163296;"0029762182482";"05001";2026-01-23;"00001";"FR";"Virement de";"MUTUALITE DITISOFI";"000000006220260119141005";""
65500163296;"0029762182482";"05001";2026-01-23;"00002";"FR";"Virement de";"MUTUALITE DITISOFI";"000000005420260122140846";""
65500163296;"0029762182482";"05001";2026-01-27;"00001";"FR";"Domiciliation pour";"SEPA MARLEY KUT";"POLICE :000610720";""
65500163296;"0029762182482";"05001";2026-01-28;"00001";"FR";"Virement de";"MUTUALITE DITISOFI";"16367";""
65500163296;"0029762182482";"05001";2026-01-29;"00001";"FR";"Virement de";"AA CAMILLE";"6621";""
65500163296;"0029762182482";"05001";2026-01-30;"00001";"FR";"Ech prêt 22504 950089279135";"22504 950089279135 AMO";"";""
65500163296;"0029762182482";"05002";2026-02-02;"00001";"FR";"Domiciliation pour";"SEPA S'IUDUFUL LOAN";"26SLI042203";""
65500163296;"0029762182482";"05002";2026-02-11;"00001";"FR";"Domiciliation pour";"SEPA S'IUDUFUL LOAN";"26SLI042203";""
65500163296;"0029762182482";"05002";2026-02-25;"00001";"FR";"Virement de";"MUTUALITE DITISOFI";"000000006220260218090719";""
65500163296;"0029762182482";"05002";2026-02-25;"00002";"FR";"Virement de";"MUTUALITE DITISOFI";"000000005420260224102034";""
65500163296;"0029762182482";"05002";2026-02-25;"00003";"FR";"Virement de";"MUTUALITE DITISOFI";"16324";""
65500163296;"0029762182482";"05002";2026-02-27;"00001";"FR";"Ech prêt 22504 950089279135";"22504 950089279135 AMO";"";""
65500163296;"0029762182482";"05002";2026-02-27;"00002";"FR";"Domiciliation pour";"SEPA MARLEY KUT";"POLICE :000610720";""
65500163296;"0029762182482";"05003";2026-03-02;"00001";"FR";"Domiciliation pour";"SEPA S'IUDUFUL LOAN";"26SLI093778";""
65500163296;"0029762182482";"05003";2026-03-06;"00001";"FR";"Virement de";"MUTUALITE DITISOFI";"000000005420260305145329";""
65500163296;"0029762182482";"05003";2026-03-19;"00001";"FR";"Virement de";"AA CAMILLE";"21967";""
65500163296;"0029762182482";"05003";2026-03-25;"00001";"FR";"Virement de";"MUTUALITE DITISOFI";"000000005420260324154306";""
65500163296;"0029762182482";"05003";2026-03-25;"00002";"FR";"Virement de";"MUTUALITE DITISOFI";"000000006220260318165429";""
65500163296;"0029762182482";"05003";2026-03-27;"00001";"FR";"Domiciliation pour";"SEPA MARLEY KUT";"POLICE :000610720";""
65500163296;"0029762182482";"05003";2026-03-27;"00002";"FR";"Virement de";"MUTUALITE DITISOFI";"16359";""
65500163296;"0029762182482";"05003";2026-03-31;"00001";"FR";"Ech prêt 22504 950089279135";"22504 950089279135 AMO";"";""
65500163296;"0029762182482";"05004";2026-04-01;"00001";"FR";"Domiciliation pour";"SEPA S'IUDUFUL LOAN";"26SLI143395";""
65500163296;"0029762182482";"05004";2026-04-08;"00001";"FR";"Virement de";"MUTUALITE DITISOFI";"000000005420260407213510";""
65500163296;"0029762182482";"05004";2026-04-08;"00002";"FR";"Virement de";"MUTUALITE DITISOFI";"000000005420260407152819";""
65500163296;"0029762182482";"05004";2026-04-13;"00001";"FR";"Virement de";"IZIWORK";"02911-25-26103222008748";""
65500163296;"0029762182482";"05004";2026-04-17;"00001";"FR";"Virement de";"AA CAMILLE";"9230";""
65500163296;"0029762182482";"05004";2026-04-24;"00001";"FR";"Virement de";"AA CAMILLE";"1322";""
65500163296;"0029762182482";"05004";2026-04-24;"00002";"FR";"Virement de";"MUTUALITE DITISOFI";"000000006220260417163139";""
65500163296;"0029762182482";"05004";2026-04-24;"00003";"FR";"Virement de";"MUTUALITE DITISOFI";"000000005420260423112249";""
65500163296;"0029762182482";"05004";2026-04-27;"00001";"FR";"Domiciliation pour";"SEPA MARLEY KUT";"POLICE :000610720";""
65500163296;"0029762182482";"05004";2026-04-29;"00001";"FR";"Virement de";"MUTUALITE DITISOFI";"16357";""
65500163296;"0029762182482";"05004";2026-04-30;"00001";"FR";"Ech prêt 22504 950089279135";"22504 950089279135 AMO";"";""
65500163296;"0029762182482";"05005";2026-05-08;"00001";"FR";"Virement de";"MUTUALITE DITISOFI";"000000005420260507143741";""
65500163296;"0029762182482";"05005";2026-05-22;"00001";"FR";"Virement de";"MUTUALITE DITISOFI";"000000006220260519093803";""
65500163296;"0029762182482";"05005";2026-05-22;"00002";"FR";"Virement de";"MUTUALITE DITISOFI";"000000005420260521141213";""
65500163296;"0029762182482";"05005";2026-05-25;"00001";"FR";"Virement de";"IZIWORK";"02911-25-26145212011099";""
65500163296;"0029762182482";"05005";2026-05-27;"00001";"FR";"Domiciliation pour";"SEPA MARLEY KUT";"POLICE :000610720";""
65500163296;"0029762182482";"05005";2026-05-27;"00002";"FR";"Virement de";"MUTUALITE DITISOFI";"16360";""
65500163296;"0029762182482";"05005";2026-05-29;"00001";"FR";"Ech prêt 22504 950089279135";"22504 950089279135 AMO";"";""
65500165030;"0029762280666";"03001";2026-04-27;"00001";"NL";"Overschrijving van";"CHARLIE STAN";"02911-25-26117422007508";""
65500166520;"0029782295690";"03004";2026-04-27;"00001";"FR";"Virement de";"CROTEAU KU";"202611342003533XX000000000000584";""
65500169759;"0029822285420";"03005";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA ZUCKIDS D";"F6039066F6039067";""
65500169759;"0029822285420";"03005";2026-05-08;"00002";"FR";"Domiciliation pour";"SEPA SASHA QHOFGONI";"F6005580F6005885";""
65500169759;"0029822285420";"03005";2026-05-08;"00003";"FR";"Virement de";"ELIE ANAELLE";"1E48B7D1ACA24814A8F849EA53407054";""
65500169759;"0029822285420";"03005";2026-05-08;"00004";"FR";"Virement de";"BA QHOFG";"02911-25-26128622011411";""
65500171074;"0029812367902";"01003";2026-04-27;"00001";"FR";"Virement de";"VGC SO";"2280427A206";""
65500171074;"0029812367902";"01004";2026-05-08;"00001";"FR";"Virement de";"VGC SO";"2280508A494";""
65500172607;"0029832360257";"01005";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA ELOUAN PICARD";"1150054";""
65500174794;"0029772183805";"05004";2026-04-27;"00001";"FR";"Virement de";"MME RAMA";"CE3B04FE8AF54EC19F23A8AE62F9EB2D";""
65500174794;"0029772183805";"05005";2026-05-08;"00001";"FR";"Virement de";"CAISSE COTTILL";"SCRSSI-V-20260507212023651-85056";""
65500175073;"0029842273917";"03005";2026-05-08;"00001";"NL";"Domiciliëringsopdracht voor";"SEPA TOURAINE THAI";"COTISATIONS FGTB ALIMENTATION - MAN";""
65500175911;"0029742035663";"06004";2026-04-27;"00001";"FR";"Virement de";"CAMGRAND-DESSU";"1AG1583-02-0003053-2611010073332224";""
65500176815;"0029412170902";"05005";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA VENCOREX KUTVIA";"08-05-2026 / 04-06-2026";""
65500178643;"0029472028536";"06005";2026-05-08;"00001";"FR";"Virement de";"FIDHIUF SR";"00764590-20260508-09H32-0119-00010";""
65500179120;"0029452203652";"02005";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA ARCOFA LH/D";"REF 2153155390/ 709774159268/ 58905";""
65500181577;"0029482297892";"02004";2026-04-27;"00001";"FR";"Domiciliation pour";"SEPA PAVEL CAMIL";"VOTRE MENSUALITE CETELEM (ALPHA CRE";""
65500182274;"0029442111165";"04004";2026-04-27;"00001";"FR";"Domiciliation pour";"SEPA 3DI P";"TOTALENERGIES PG BELGIUM SA-E181435";""
65500182534;"0029502110985";"03012";2025-12-10;"00001";"FR";"Frais co-titulaire/mandataire";"";"";""
65500182534;"0029502110985";"04001";2026-01-05;"00001";"FR";"Intérêts de dépassement";"";"";""
65500182534;"0029502110985";"04001";2026-01-09;"00001";"FR";"Frais co-titulaire/mandataire";"";"";""
65500182534;"0029502110985";"04002";2026-02-03;"00001";"FR";"Intérêts de dépassement";"";"";""
65500182534;"0029502110985";"04003";2026-02-06;"00001";"FR";"Indemnité forfaitaire";"";"";""
65500182534;"0029502110985";"04004";2026-02-28;"00001";"FR";"Intérêts de retard";"";"";""
65500182534;"0029502110985";"04005";2026-04-01;"00001";"FR";"Intérêts de retard";"";"";""
65500182534;"0029502110985";"04006";2026-05-04;"00001";"FR";"Intérêts de retard";"";"";""
65500182597;"0029502111848";"04005";2026-05-08;"00001";"NL";"Domiciliëringsopdracht voor";"SEPA THAIS";"BUY WAY BEDANKT U VOOR HET VALIDERE";""
65500185467;"0029462280695";"03004";2026-04-27;"00001";"FR";"Virement de";"IZIWORK";"02911-25-26117922014485";""
65500186619;"0029482283007";"03005";2026-05-08;"00001";"FR";"Domiciliation pour";"SEPA AA COTTILI";"COTIS. ASS. COMPL. - 2642098 - 05/2";""
65500186694;"0029482167104";"05004";2026-04-27;"00001";"FR";"Domiciliation pour";"SEPA JOSEPH KADILUD";"BE261700940038";""
65500192862;"0029512266602";"03004";2026-04-27;"00001";"FR";"Domiciliation pour";"SEPA ANDREA TAG";"5.393.779/MBG 2026 048.730";""
65500192862;"0029512266602";"03004";2026-04-27;"00002";"FR";"Domiciliation pour";"SEPA ANDREA TAG";"5.393.779/MIP 2026 036.737";""
65500192862;"0029512266602";"03004";2026-04-27;"00003";"FR";"Domiciliation pour";"SEPA ANDREA TAG";"5.393.779/CSM 2026 114.600";""
65500193380;"0029402366817";"01002";2026-05-08;"00001";"FR";"2026 taxe compte titres";"950 4545644 62";"";""
65500193628;"0029462186282";"05005";2026-05-08;"00001";"FR";"Virement de";"IZIWORK";"02911-25-26128222013623";""
65500193628;"0029462186282";"05005";2026-05-08;"00002";"FR";"Virement de";"IZIWORK";"02911-25-26128222013624";""
65500193628;"0029462186282";"05005";2026-05-08;"00003";"FR";"Virement de";"IZIWORK";"02911-25-26128222013625";""
65500193628;"0029462186282";"05005";2026-05-08;"00004";"FR";"Virement de";"PICHE GADAOTID";"5090507M790";""
65500194156;"0029502088168";"08004";2026-04-27;"00001";"FR";"Virement de";"IZIWORK";"02911-25-26117212014400";""
65500194156;"0029502088168";"08004";2026-04-27;"00002";"FR";"Virement de";"IZIWORK";"02911-25-26117212014401";""
65500194156;"0029502088168";"08004";2026-04-27;"00003";"FR";"Virement de";"BROCH";"1584/202604241400/616";""
65500194156;"0029502088168";"08004";2026-04-27;"00004";"FR";"Virement de";"SFR KUTVIA";"0193315432";""
65500194156;"0029502088168";"08004";2026-04-27;"00005";"FR";"Virement de";"TREMBLAY KUTVI";"EDENRED-TRFNEMO26042458585228";""
65500194156;"0029502088168";"08004";2026-04-27;"00006";"FR";"Virement de";"TREMBLAY KUTVI";"EDENRED-TRFNEMO26042458585227";""
65500194156;"0029502088168";"08004";2026-04-27;"00007";"FR";"Virement de";"MOREAU NVDQ-FUVIIL";"02911-25-26117422013644";""
65500194156;"0029502088168";"08004";2026-04-27;"00008";"FR";"Virement de";"MOREAU NVDQ-FUVIIL";"02911-25-26117422013645";""
65500194156;"0029502088168";"08004";2026-04-27;"00009";"FR";"Virement de";"IZIWORK";"02911-25-26117922026534";""
65500194156;"0029502088168";"08005";2026-05-08;"00001";"FR";"Virement de";"SFR KUTVIA";"0193489616";""
65500194156;"0029502088168";"08005";2026-05-08;"00002";"FR";"Virement de";"TREMBLAY KUTVI";"EDENRED-TRFNEMO26050759177164";""
65500194156;"0029502088168";"08005";2026-05-08;"00003";"FR";"Virement de";"BIC STAN";"02911-25-26128412025854";""
65500195682;"0029512039913";"05012";2025-12-02;"00001";"FR";"Virement de";"DINIOOT EDEN";"CERTX 0001010002";""
65500195682;"0029512039913";"05012";2025-12-03;"00001";"FR";"Domiciliation pour";"SEPA AU ELI";"V-48-252020";""
65500195682;"0029512039913";"05012";2025-12-04;"00001";"FR";"Frais mensuels carte de débit";"(TVA incl.)";"";""
65500195682;"0029512039913";"05012";2025-12-05;"00001";"FR";"Virement de";"MME SOPHIA";"0000000012";""
